,year,price
1409,0.941747572815534,0.00020169000183537902
1469,0.9320388349514563,8.905950081044146e-05
7623,0.9514563106796117,6.961950063353746e-05
1863,0.912621359223301,0.00010525950095786146
2450,0.9805825242718447,0.0001506438013708586
14832,0.8737864077669902,3.6450000331695004e-05
2992,0.9611650485436893,0.0001781838016214726
9010,0.8543689320388349,4.4550000405405004e-05
6352,0.8932038834951457,8.910000081081001e-05
14680,0.912621359223301,5.665950051560145e-05
8052,0.8543689320388349,1.2150000110565002e-05
3758,0.9611650485436893,0.0
16394,0.9611650485436893,0.0001376919012529963
11015,0.9320388349514563,4.4550000405405004e-05
5424,0.9223300970873787,6.208650056498715e-05
5280,0.8640776699029126,2.8350000257985004e-05
10515,0.941747572815534,9.71190008837829e-05
3511,0.9223300970873787,3.5640000324324e-05
8771,0.8737864077669902,0.00010530000095823001
16099,0.8252427184466019,3.2319000294102904e-05
17177,0.8058252427184466,2.1870000199017e-05
449,0.8543689320388349,6.475950058931145e-05
15093,0.883495145631068,0.000174150001584765
1158,0.8932038834951457,1.9440000176904e-05
13265,0.7864077669902912,6.480000058968001e-06
3836,0.912621359223301,6.318000057493801e-05
16170,0.9320388349514563,4.7790000434889004e-05
584,0.8737864077669902,8.5050000773955e-05
11020,0.8349514563106796,4.5967500418304256e-05
13123,0.8252427184466019,2.4300000221130004e-05
13436,0.941747572815534,5.6457000513758705e-05
13567,0.9514563106796117,6.701940060987655e-05
8341,0.912621359223301,0.000198450001805895
6207,0.883495145631068,4.750650043230915e-05
10359,0.9223300970873787,0.0001822338016583276
15671,0.9514563106796117,7.816500071130151e-05
9429,0.912621359223301,5.670000051597001e-05
16569,0.912621359223301,4.6575000423832505e-05
4385,0.912621359223301,0.0
3427,0.9029126213592233,8.824950080307046e-05
16965,0.8446601941747572,4.045950036818145e-05
9015,0.9320388349514563,4.0095000364864505e-05
4612,0.8543689320388349,0.00011259000102456901
3300,0.9611650485436893,0.0001376838012529226
13349,0.883495145631068,0.00011016000100245601
6216,0.9320388349514563,5.479650049864816e-05
7308,0.912621359223301,8.5050000773955e-05
1344,0.9611650485436893,0.0001781838016214726
6935,0.8252427184466019,5.4675000497542506e-05
11926,0.9805825242718447,0.00022558500205282353
11057,0.9320388349514563,4.855950044189145e-05
5199,0.7864077669902912,1.2150000110565002e-05
7421,0.970873786407767,6.43950005859945e-05
11024,0.8349514563106796,2.8341900257911294e-05
4427,0.9029126213592233,0.0
12904,0.9514563106796117,8.5050000773955e-05
1755,0.9805825242718447,0.0001587438014445686
15568,0.9320388349514563,4.698000042751801e-05
13048,0.8932038834951457,6.480000058968e-05
11215,0.883495145631068,4.045950036818145e-05
2764,0.8737864077669902,1.618380014727258e-05
1940,0.8446601941747572,7.2090000656019e-05
15966,0.9514563106796117,0.0002955285026893094
14634,0.9611650485436893,9.715950088415145e-05
2093,0.883495145631068,5.4675000497542506e-05
2121,0.970873786407767,0.00037260000339066004
5645,0.9320388349514563,0.00011335950103157145
8502,0.8640776699029126,8.70750007923825e-05
1140,0.8640776699029126,4.045950036818145e-05
3459,0.9320388349514563,0.00012145950110528146
1092,0.9029126213592233,6.475950058931145e-05
5793,0.8252427184466019,4.859190044218629e-05
6099,0.912621359223301,2.8350000257985004e-05
15928,0.941747572815534,0.0003240000029484
8362,0.7378640776699029,9.315000084766501e-05
2957,0.9611650485436893,0.0001992438018131186
17100,0.8252427184466019,2.5920000235872004e-05
2046,0.883495145631068,3.2278500293734356e-05
16645,0.941747572815534,8.095950073673145e-05
17206,0.9611650485436893,0.00023449500213390453
4755,0.8640776699029126,9.639000087714901e-05
9825,0.9611650485436893,0.000198450001805895
16540,0.8543689320388349,5.4675000497542506e-05
18090,0.8058252427184466,1.8589500169164452e-05
15024,0.8737864077669902,8.095950073673145e-05
0,0.9223300970873787,0.0001449819013193353
4937,0.8543689320388349,4.4550000405405004e-05
18676,0.8932038834951457,4.050000036855e-05
16002,0.9029126213592233,0.0001097550009987705
16555,0.9223300970873787,0.0001198719010908343
3440,0.8737864077669902,6.880950062616646e-05
1232,0.9223300970873787,0.00018225000165847502
18077,0.8543689320388349,8.889750080896725e-05
6423,0.9902912621359223,0.00039690000361179
11426,0.8543689320388349,6.480000058968e-05
10507,0.9029126213592233,7.281900066265291e-05
10347,0.912621359223301,0.0001862838016951826
13473,0.9223300970873787,2.4300000221130004e-05
8320,0.9223300970873787,5.2650000479115004e-05
18084,0.7766990291262136,0.000101250000921375
8381,0.8446601941747572,3.1995000291154505e-05
15295,0.9805825242718447,0.00016969500154422453
15091,0.7864077669902912,4.860000044226e-06
4766,0.8349514563106796,0.000136080001238328
4310,0.8252427184466019,2.6325000239557502e-05
1335,0.9320388349514563,8.908380081066259e-05
2962,0.9805825242718447,0.0001506438013708586
12527,0.8155339805825242,1.2150000110565002e-05
18486,0.7572815533980582,4.855950044189145e-05
3455,0.9029126213592233,6.880950062616646e-05
15824,0.9320388349514563,0.0003644838033168026
11287,0.883495145631068,4.855950044189145e-05
14081,0.8446601941747572,0.00024291900221056292
16368,0.8640776699029126,3.9690000361179004e-05
5590,0.912621359223301,8.099190073702629e-05
922,0.6407766990291263,4.050000036855e-05
3003,0.9611650485436893,0.0001133838010317926
3731,0.970873786407767,0.000128790001171989
14205,0.8640776699029126,1.2960000117936002e-05
8821,0.9514563106796117,0.00011736900106805791
6409,0.883495145631068,6.47190005889429e-05
12077,0.9902912621359223,0.0
17204,0.9514563106796117,0.00028345950257948146
7304,0.912621359223301,4.6575000423832505e-05
4695,0.8640776699029126,6.8850000626535e-05
11249,0.9029126213592233,5.665950051560145e-05
15757,0.8543689320388349,1.8225000165847502e-05
2410,0.8737864077669902,4.855950044189145e-05
6156,0.7378640776699029,6.0750000552825004e-05
2221,0.9611650485436893,0.00015790950143697646
10826,0.9514563106796117,8.8290000803439e-05
2932,0.9223300970873787,8.905950081044146e-05
4367,0.9029126213592233,0.0
7961,0.912621359223301,0.0
19189,0.7766990291262136,2.0250000184275e-05
1227,0.9611650485436893,0.00026725950243206145
7494,0.8252427184466019,0.0001214919011055763
2924,0.9223300970873787,0.00010007550091068705
3465,0.9320388349514563,0.00014170950128955645
16145,0.8932038834951457,4.050000036855e-05
7323,0.883495145631068,5.665950051560145e-05
7838,0.8543689320388349,3.235950029447145e-05
4692,0.970873786407767,0.00017820000162162002
8064,0.8737864077669902,3.7260000339066e-05
15219,0.9029126213592233,3.2319000294102904e-05
10820,0.883495145631068,4.045950036818145e-05
8120,0.7669902912621359,4.050000036855e-05
2240,0.8640776699029126,0.0
2080,0.9223300970873787,6.394950058194045e-05
5786,0.8058252427184466,4.860000044226001e-05
4104,0.8058252427184466,2.429190022105629e-05
10783,0.7087378640776699,7.290000066339001e-06
1303,0.9223300970873787,0.000225990002056509
7073,0.8543689320388349,0.000255150002321865
14849,0.9029126213592233,4.855950044189145e-05
2930,0.9514563106796117,0.00024291090221048922
2180,0.8737864077669902,0.00013606380123818058
3110,0.8543689320388349,2.8350000257985004e-05
14372,0.9611650485436893,0.0
3372,0.8932038834951457,4.045950036818145e-05
1147,0.912621359223301,7.695000070024501e-05
14957,0.8737864077669902,0.00010525950095786146
1871,0.941747572815534,0.00016195950147383147
13730,0.8640776699029126,0.0002186919019900963
5138,0.912621359223301,6.8850000626535e-05
1296,0.912621359223301,2.8350000257985004e-05
13877,0.9320388349514563,7.290000066339001e-05
1628,0.883495145631068,2.7540000250614004e-05
2772,0.9320388349514563,0.0001133838010317926
11652,0.8349514563106796,1.8225000165847502e-05
6340,0.9223300970873787,3.76650003427515e-05
13605,0.8737864077669902,3.1590000287469004e-05
9869,0.8932038834951457,4.855950044189145e-05
8196,0.8252427184466019,1.9440000176904e-05
5075,0.9514563106796117,0.00023886900217370792
5240,0.8155339805825242,1.2150000110565002e-05
13457,0.8640776699029126,2.81070002557737e-05
11498,0.9611650485436893,0.00011335950103157145
12446,0.8058252427184466,1.295190011786229e-05
3297,0.9514563106796117,0.0001700838015477626
14082,0.941747572815534,9.715950088415145e-05
14486,0.9611650485436893,8.095950073673145e-05
16343,0.9514563106796117,0.00014822190134881932
1972,0.883495145631068,3.235950029447145e-05
136,0.9805825242718447,0.0003806595034640015
14699,0.9320388349514563,6.966000063390601e-05
8536,0.8155339805825242,2.7540000250614004e-05
19263,0.883495145631068,3.9690000361179004e-05
12591,0.883495145631068,2.1465000195331504e-06
18208,0.8252427184466019,3.4789500316584456e-05
4267,0.9514563106796117,0.000141750001289925
1610,0.8932038834951457,6.0709500552456456e-05
15246,0.9223300970873787,3.6409500331326456e-05
2384,0.8932038834951457,0.00012148380110550259
16163,0.941747572815534,0.0001052919009581563
14992,0.9029126213592233,4.855950044189145e-05
3077,0.8640776699029126,3.7260000339066e-05
6030,0.9223300970873787,3.76650003427515e-05
16483,0.8932038834951457,5.2650000479115004e-05
444,0.4563106796116505,4.860000044226001e-05
6817,0.8349514563106796,4.860000044226e-06
19882,0.883495145631068,4.7790000434889004e-05
14292,0.8252427184466019,1.7010000154791e-05
19460,0.941747572815534,0.0001620000014742
2385,0.970873786407767,0.0001457838013266326
14627,0.970873786407767,0.00014575950132641145
2640,0.9805825242718447,0.00012636000114987601
12511,0.8737864077669902,2.2680000206388e-05
16923,0.6019417475728155,4.050000036855e-05
14393,0.912621359223301,4.0419000367812904e-05
17783,0.47572815533980584,0.0006885000062653501
9843,0.8349514563106796,3.6450000331695004e-05
10478,0.8349514563106796,1.052190009574929e-05
9110,0.8640776699029126,0.00012899250117383177
2815,0.9320388349514563,0.0001457838013266326
3291,0.941747572815534,0.00012958380117921258
1615,0.9320388349514563,8.905950081044146e-05
4842,0.8640776699029126,0.00010489500095454451
13468,0.970873786407767,7.26570006611787e-05
9738,0.9320388349514563,6.966000063390601e-05
10805,0.8155339805825242,2.8350000257985004e-05
258,0.941747572815534,0.00011546550105073606
9244,0.941747572815534,0.00011664000106142401
7094,0.9320388349514563,4.8519000441522904e-05
13689,0.8252427184466019,6.075000055282501e-06
2178,0.9223300970873787,8.098380073695258e-05
2135,0.941747572815534,0.00011743380106864759
1476,0.8640776699029126,8.10000007371e-06
8132,0.7766990291262136,6.8850000626535e-05
16253,0.8737864077669902,2.0250000184275e-05
10325,0.941747572815534,0.0001295109011785492
14645,0.8640776699029126,2.8269000257247904e-05
15510,0.9611650485436893,5.6619000515232904e-05
11084,0.9029126213592233,0.0
4099,0.8932038834951457,7.290000066339001e-05
15247,0.8932038834951457,4.855950044189145e-05
14851,0.8252427184466019,3.235950029447145e-05
3350,0.8932038834951457,4.858380044211258e-05
8845,0.8349514563106796,1.620000014742e-05
4280,0.7378640776699029,2.2680000206388e-05
2766,0.912621359223301,8.503380077380758e-05
11241,0.883495145631068,4.2120000383292e-05
4601,0.8446601941747572,4.045950036818145e-05
2978,0.9611650485436893,0.0002186838019900226
2006,0.8543689320388349,2.4300000221130004e-05
1013,0.8640776699029126,0.00021861900198943293
1754,0.9611650485436893,0.0001781838016214726
8354,0.8932038834951457,0.00010525950095786146
16423,0.8446601941747572,2.8350000257985004e-05
9252,0.912621359223301,0.000141750001289925
2137,0.941747572815534,0.00011743380106864759
15722,0.9029126213592233,4.44690004046679e-05
1351,0.9320388349514563,7.288380066324259e-05
4901,0.8155339805825242,1.2960000117936002e-05
14029,0.9029126213592233,8.095950073673145e-05
17294,0.9029126213592233,7.695000070024501e-05
12647,0.8446601941747572,6.0750000552825004e-05
12254,0.9514563106796117,6.475950058931145e-05
8836,0.9611650485436893,0.00014534640132265225
9360,0.9029126213592233,2.8350000257985004e-05
16271,0.8932038834951457,6.39090005815719e-05
14093,0.883495145631068,0.00018225000165847502
15564,0.9029126213592233,4.698000042751801e-05
16484,0.9611650485436893,5.6619000515232904e-05
1617,0.970873786407767,0.00021865950198980146
14871,0.941747572815534,6.2370000567567e-05
1592,0.912621359223301,5.665950051560145e-05
17345,0.8446601941747572,2.4300000221130004e-05
8584,0.9029126213592233,1.9440000176904e-05
16969,0.883495145631068,4.855950044189145e-05
3310,0.9805825242718447,0.0001506438013708586
8522,0.912621359223301,4.8519000441522904e-05
14848,0.912621359223301,6.066900055208791e-05
11718,0.9514563106796117,8.905950081044146e-05
883,0.941747572815534,0.00014170950128955645
15802,0.970873786407767,7.7760000707616e-05
1887,0.9611650485436893,0.00015385950140012146
1049,0.9514563106796117,0.0002024190018420129
7891,0.883495145631068,3.235950029447145e-05
3442,0.8932038834951457,7.123950064827945e-05
3682,0.883495145631068,1.9440000176904e-05
6214,0.8737864077669902,4.855950044189145e-05
14272,0.9223300970873787,0.00010854000098771401
4884,0.8155339805825242,0.00013689000124569902
7004,0.941747572815534,6.475950058931145e-05
1041,0.9223300970873787,0.0001295190011786229
2805,0.8155339805825242,4.858380044211258e-05
18870,0.7864077669902912,1.4580000132678002e-05
15610,0.8155339805825242,1.9035000173218502e-05
5740,0.883495145631068,4.831650043968016e-05
2765,0.9223300970873787,9.313380084751759e-05
2146,0.8543689320388349,5.668380051582259e-05
14519,0.941747572815534,7.281900066265291e-05
15342,0.970873786407767,0.000117450001068795
2888,0.8737864077669902,5.2650000479115004e-05
2200,0.8737864077669902,3.6433800331547584e-05
8446,0.8543689320388349,1.4580000132678002e-05
12403,0.8155339805825242,1.620000014742e-05
960,0.8252427184466019,3.5640000324324e-05
8697,0.9029126213592233,0.000125550001142505
5639,0.6019417475728155,3.240000029484e-05
15680,0.8446601941747572,4.855950044189145e-05
7325,0.8932038834951457,8.095950073673145e-05
12337,0.8737864077669902,7.6950000700245e-06
2926,0.883495145631068,5.668380051582259e-05
13134,0.9611650485436893,0.0
2089,0.9029126213592233,5.6578500514864356e-05
14926,0.9029126213592233,5.256900047837791e-05
4834,0.8349514563106796,0.00019400310176542822
6614,0.8155339805825242,2.0250000184275e-05
15520,0.9320388349514563,0.00019399500176535452
8828,0.9223300970873787,8.901900081007291e-05
2179,0.9029126213592233,0.00010528380095808259
4342,0.8932038834951457,4.860000044226001e-05
10504,0.912621359223301,5.2650000479115004e-05
17227,0.6893203883495146,1.1340000103194e-05
12448,0.883495145631068,3.077190028002429e-05
8087,0.6601941747572816,2.3895000217444502e-05
13025,0.9514563106796117,0.0002024190018420129
2477,0.9320388349514563,7.285950066302146e-05
2207,0.883495145631068,5.668380051582259e-05
5607,0.8640776699029126,2.2680000206388e-05
12129,0.8543689320388349,4.4509500405036456e-05
12809,0.912621359223301,5.9130000538083004e-05
14056,0.8349514563106796,0.00021051900191572292
3301,0.9902912621359223,0.00012148380110550259
14522,0.8640776699029126,2.8350000257985004e-05
319,0.8543689320388349,7.290000066339001e-05
10695,0.9611650485436893,0.0005265000047911501
5862,0.8737864077669902,3.3615000305896505e-05
2921,0.9223300970873787,0.00013585320123626413
16349,0.8737864077669902,5.665950051560145e-05
16414,0.9611650485436893,0.00017398800158329082
2542,0.9611650485436893,0.00016929000154053902
10882,0.8543689320388349,2.2275000202702502e-05
15509,0.9223300970873787,5.256900047837791e-05
13246,0.7475728155339806,1.2150000110565002e-05
9960,0.9223300970873787,0.00028350000257985
13395,0.9320388349514563,0.000189540001724814
5646,0.8446601941747572,4.6129500419778456e-05
4744,0.9514563106796117,6.43950005859945e-05
2761,0.912621359223301,5.2633800478967585e-05
4964,0.8349514563106796,4.043520036796032e-05
10800,0.9320388349514563,5.6635200515380323e-05
11297,0.9223300970873787,4.049190036847629e-05
5411,0.9514563106796117,6.856650062395515e-05
13054,0.8640776699029126,4.050000036855e-05
5737,0.9029126213592233,7.018650063869716e-05
3267,0.8932038834951457,0.00012148380110550259
17519,0.7572815533980582,4.860000044226001e-05
9867,0.8932038834951457,2.8309500257616452e-05
9383,0.9223300970873787,0.00011016000100245601
10813,0.8737864077669902,9.493200086388121e-05
16589,0.9029126213592233,7.695000070024501e-05
12759,0.7669902912621359,2.024190018420129e-05
14579,0.8737864077669902,4.6170000420147004e-05
8825,0.8446601941747572,8.09190007363629e-05
15678,0.9029126213592233,7.285950066302146e-05
7086,0.7766990291262136,4.0419000367812904e-05
14842,0.8543689320388349,2.8269000257247904e-05
16183,0.9029126213592233,4.049190036847629e-05
9673,0.9611650485436893,6.47190005889429e-05
11924,0.9223300970873787,4.2930000390663004e-05
14055,0.9223300970873787,0.0001619190014734629
7201,0.9223300970873787,7.08750006449625e-05
6346,0.912621359223301,0.0
9740,0.883495145631068,2.672190024316929e-05
9697,0.9805825242718447,0.00011318940103002355
4498,0.9223300970873787,7.695000070024501e-05
16603,0.8058252427184466,2.7135000246928502e-05
11755,0.8543689320388349,3.4020000309582e-05
16557,0.9029126213592233,6.2370000567567e-05
2797,0.912621359223301,0.00011743380106864759
2929,0.941747572815534,0.00018512550168464206
10439,0.8543689320388349,2.0250000184275e-05
3016,0.9223300970873787,0.0001457838013266326
4343,0.8640776699029126,3.073950027972945e-05
14564,0.8640776699029126,1.9440000176904e-05
3303,0.9320388349514563,0.0001133838010317926
3346,0.9611650485436893,0.0001781838016214726
16119,0.8446601941747572,4.698000042751801e-05
7119,0.9320388349514563,6.880950062616646e-05
1093,0.9514563106796117,0.00034825950316916146
13367,0.8543689320388349,2.8350000257985004e-05
9118,0.8252427184466019,3.1590000287469004e-05
420,0.9514563106796117,0.0
3622,0.9320388349514563,0.00012141900110491291
8670,0.8737864077669902,7.2090000656019e-05
16299,0.8640776699029126,0.000117450001068795
19148,0.8737864077669902,4.855950044189145e-05
12888,0.941747572815534,0.0001275750011609325
2556,0.8155339805825242,8.100000073710001e-09
13822,0.8737864077669902,2.9970000272727004e-05
18206,0.912621359223301,0.00012109500110196451
3276,0.970873786407767,0.00010528380095808259
4879,0.970873786407767,0.0002996595027269015
7869,0.9514563106796117,6.0709500552456456e-05
8565,0.7766990291262136,2.2680000206388e-05
7481,0.9320388349514563,0.0001498419013635613
8644,0.9611650485436893,0.00022582800205503482
2147,0.9223300970873787,0.00010933380099493759
8140,0.8640776699029126,3.0780000280098e-05
5450,0.883495145631068,4.8519000441522904e-05
9005,0.883495145631068,3.6450000331695004e-05
2948,0.8932038834951457,4.858380044211258e-05
3278,0.9029126213592233,6.478380058953258e-05
1031,0.9611650485436893,0.00014571900132604292
2949,0.9611650485436893,0.0002996595027269015
16699,0.8058252427184466,1.8589500169164452e-05
12432,0.8252427184466019,3.1581900287395294e-05
6334,0.9320388349514563,0.0
18566,0.8543689320388349,0.00015390000140049002
6947,0.8446601941747572,3.63690003309579e-05
16303,0.883495145631068,4.4541900405331294e-05
1181,0.970873786407767,0.000363690003309579
7437,0.9514563106796117,4.855950044189145e-05
2056,0.8543689320388349,3.0375000276412502e-05
4914,0.8252427184466019,1.7010000154791e-05
