,state,long
1048,1.0,0.5517693622801475
1049,1.0,0.5517693622801475
1050,1.0,0.5517693622801475
1064,1.0,0.8028408159441671
1065,1.0,0.7586945830113121
1066,1.0,0.7586945830113121
1068,1.0,0.6764327033419989
1070,1.0,0.8028408159441671
1071,1.0,0.6923464249748248
1081,1.0,0.8108972107075116
1082,1.0,0.8028408159441671
1083,1.0,0.6752265861027192
1092,1.0,0.6841963512026044
1093,1.0,0.6841963512026044
1094,1.0,0.8823860043560751
1098,1.0,0.6761399564392614
1100,1.0,0.6906484929389459
1117,1.0,0.6794304316260333
1122,1.0,0.692194196585401
1137,1.0,0.6817606969718267
1139,1.0,0.6808239068830665
1140,1.0,0.6906133633106163
1147,1.0,0.7073233565188887
1157,1.0,0.6906250731867262
1158,1.0,0.6622052038689437
1169,1.0,0.6808239068830665
1173,1.0,0.6799105365465242
1176,1.0,0.6808239068830665
1178,1.0,0.6922293262137291
1181,1.0,0.6914330546382826
1182,1.0,0.6726738331108459
1188,1.0,0.6772406847935554
1189,1.0,0.6772406847935554
1190,1.0,0.6772406847935554
1191,1.0,0.6772406847935554
1192,1.0,0.6772406847935554
1193,1.0,0.6772406847935554
1197,1.0,0.683294690742172
1198,1.0,0.9009227382374303
1200,1.0,0.7360476826155187
1206,1.0,0.6794421415021432
1207,1.0,0.6495585376706715
1209,1.0,0.6495585376706715
1210,1.0,0.7586945830113121
1212,1.0,0.6495585376706715
1215,1.0,0.7324059111454614
1220,1.0,0.9285697557319844
1221,1.0,0.6495585376706715
1223,1.0,0.9285697557319844
1227,1.0,0.6495585376706715
1232,1.0,0.9285697557319844
1236,1.0,0.7589639101618314
1239,1.0,0.6765380922269847
1242,1.0,0.6912456966205308
1246,1.0,0.6808239068830665
1266,1.0,0.7924073163305945
1269,1.0,0.7924073163305945
1272,1.0,0.6495585376706715
1276,1.0,0.7924073163305945
1277,1.0,0.6495585376706715
1280,1.0,0.6495585376706715
1296,1.0,0.7604276446755206
1303,1.0,0.9005480222019252
1306,1.0,0.6923932644792627
1309,1.0,0.9285697557319844
1310,1.0,0.6931661163024895
1311,1.0,0.6930255977891757
1313,1.0,0.6930607274175037
1316,1.0,0.6931309866741614
1319,1.0,0.6931309866741614
1320,1.0,0.6930255977891757
1321,1.0,0.6931309866741614
1322,1.0,0.6931895360547092
1323,1.0,0.6930490175413955
1325,1.0,0.6932480854352571
1327,1.0,0.6931895360547092
1328,1.0,0.6930255977891757
1329,1.0,0.6932129558069274
1331,1.0,0.6914330546382826
1332,1.0,0.6931895360547092
1334,1.0,0.6930607274175037
1335,1.0,0.6931075669219416
1336,1.0,0.6930607274175037
1340,1.0,0.6931778261785994
1341,1.0,0.6931426965502714
1343,1.0,0.6931661163024895
1344,1.0,0.6930607274175037
1345,1.0,0.6930021780369575
1348,1.0,0.6929904681608476
1349,1.0,0.6930841471697236
1350,1.0,0.6931426965502714
1351,1.0,0.6931075669219416
1353,1.0,0.6932480854352571
1354,1.0,0.6495585376706715
1355,1.0,0.6930724372936136
1356,1.0,0.6930490175413955
1357,1.0,0.6931309866741614
1358,1.0,0.6931661163024895
1360,1.0,0.6931426965502714
1362,1.0,0.6930607274175037
1363,1.0,0.6930607274175037
1364,1.0,0.6930255977891757
1365,1.0,0.6930021780369575
1366,1.0,0.6931075669219416
1367,1.0,0.6932246656830373
1368,1.0,0.6931426965502714
1369,1.0,0.6931661163024895
1370,1.0,0.6930841471697236
1372,1.0,0.6495585376706715
1374,1.0,0.6930607274175037
1375,1.0,0.6931309866741614
1376,1.0,0.6931309866741614
1377,1.0,0.6931309866741614
1378,1.0,0.6930958570458334
1379,1.0,0.6931895360547092
1380,1.0,0.6931309866741614
1381,1.0,0.6930255977891757
1383,1.0,0.6931309866741614
1384,1.0,0.6931661163024895
1385,1.0,0.6931426965502714
1386,1.0,0.6931309866741614
1387,1.0,0.6930021780369575
1388,1.0,0.6931426965502714
1389,1.0,0.6931309866741614
1390,1.0,0.6931426965502714
1399,1.0,0.6495585376706715
1400,1.0,0.8028408159441671
1401,1.0,0.8028408159441671
1402,1.0,0.8028408159441671
1404,1.0,0.8028408159441671
1405,1.0,0.8028408159441671
1406,1.0,0.8028408159441671
1407,1.0,0.8028408159441671
1408,1.0,0.8028408159441671
1409,1.0,0.8028408159441671
1410,1.0,0.8028408159441671
1411,1.0,0.8028408159441671
1422,1.0,0.7629101384107361
1440,1.0,0.7105435724490046
1451,1.0,0.6912456966205308
1452,1.0,0.7924073163305945
1454,1.0,0.7924073163305945
1456,1.0,0.7483898920349433
1460,1.0,0.7924073163305945
1467,1.0,0.6816084685824031
1469,1.0,0.7924073163305945
1476,1.0,0.8834398932059311
1482,1.0,0.7643387432960973
1488,1.0,0.6764327033419989
1490,1.0,0.6781774748823157
1492,1.0,0.6776622403334984
1496,1.0,0.7052741281997245
1497,1.0,0.8105810440525544
1499,1.0,0.7052741281997245
1500,1.0,0.6754724935010188
1506,1.0,0.6876741844071297
1517,1.0,0.7611536569943094
1518,1.0,0.7611536569943094
1519,1.0,0.7611536569943094
1523,1.0,0.6773343638024312
1525,1.0,0.7235883744349982
1526,1.0,0.7932152977821492
1528,1.0,0.6808239068830665
1529,1.0,0.6808239068830665
1538,1.0,0.6702498887561766
1547,1.0,0.7586945830113121
1548,1.0,0.7586945830113121
1552,1.0,0.7586945830113121
1553,1.0,0.7586945830113121
1557,1.0,0.686432937539522
1566,1.0,0.676971357643036
1586,1.0,0.6841963512026044
1590,1.0,0.6841963512026044
1592,1.0,0.6841963512026044
1597,1.0,0.8600435607391274
1599,1.0,0.6808239068830665
1601,1.0,0.7633434038267874
1603,1.0,0.6817606969718267
1604,1.0,0.6879200918054292
1605,1.0,0.6761048268109333
1609,1.0,0.7586945830113121
1610,1.0,0.7586945830113121
1611,1.0,0.8105810440525544
1613,1.0,0.7586945830113121
1614,1.0,0.7586945830113121
1615,1.0,0.7586945830113121
1617,1.0,0.7586945830113121
1618,1.0,0.7586945830113121
1623,1.0,0.8105810440525544
1628,1.0,0.6912456966205308
1629,1.0,0.7611536569943094
1630,1.0,0.7705801072624656
1632,1.0,0.8105810440525544
1635,1.0,0.8105810440525544
1636,1.0,0.8105810440525544
1704,1.0,0.7594205953301025
1715,1.0,0.6781774748823157
1720,1.0,0.6931426965502714
1721,1.0,0.6931309866741614
1722,1.0,0.6931426965502714
1723,1.0,0.6930021780369575
1724,1.0,0.6931309866741614
1725,1.0,0.6931426965502714
1726,1.0,0.6931661163024895
1727,1.0,0.6931309866741614
1729,1.0,0.6930255977891757
1730,1.0,0.6931309866741614
1731,1.0,0.6931895360547092
1732,1.0,0.6930958570458334
1733,1.0,0.6931309866741614
1734,1.0,0.6931309866741614
1735,1.0,0.6931309866741614
1736,1.0,0.6930607274175037
1738,1.0,0.6930841471697236
1739,1.0,0.6931661163024895
1740,1.0,0.6931426965502714
1741,1.0,0.6932246656830373
1742,1.0,0.6931075669219416
1743,1.0,0.6930021780369575
1745,1.0,0.6930255977891757
1746,1.0,0.6930607274175037
1748,1.0,0.6930607274175037
1750,1.0,0.6931426965502714
1752,1.0,0.6931661163024895
1753,1.0,0.6931309866741614
1754,1.0,0.6930490175413955
1755,1.0,0.6930724372936136
1756,1.0,0.6932480854352571
1757,1.0,0.6931075669219416
1759,1.0,0.6931426965502714
1760,1.0,0.6930841471697236
1761,1.0,0.6929904681608476
1764,1.0,0.6930021780369575
1765,1.0,0.6930607274175037
1766,1.0,0.6930841471697236
1767,1.0,0.6931661163024895
1769,1.0,0.6931426965502714
1770,1.0,0.6931778261785994
1771,1.0,0.6932480854352571
1774,1.0,0.6930607274175037
1775,1.0,0.6931075669219416
1776,1.0,0.6930607274175037
1777,1.0,0.6931895360547092
1778,1.0,0.6914330546382826
1779,1.0,0.6932129558069274
1780,1.0,0.6930255977891757
1781,1.0,0.6931895360547092
1782,1.0,0.6930490175413955
1783,1.0,0.6931895360547092
1784,1.0,0.6931309866741614
1785,1.0,0.6930255977891757
1787,1.0,0.6931309866741614
1789,1.0,0.6931309866741614
1790,1.0,0.6930607274175037
1791,1.0,0.6930255977891757
1793,1.0,0.6931661163024895
1815,1.0,0.6808239068830665
1817,1.0,0.6872994683716245
1818,1.0,0.9006885407152406
1819,1.0,0.692194196585401
1823,1.0,0.6919599990632097
1825,1.0,0.6808239068830665
1827,1.0,0.7947727113047143
1830,1.0,0.6829551043349966
1837,1.0,0.6829551043349966
1844,1.0,0.6761750860675895
1846,1.0,0.6923932644792627
1847,1.0,0.6923932644792627
1848,1.0,0.6923698447270429
1850,1.0,0.6923932644792627
1851,1.0,0.6923815546031529
1852,1.0,0.6923932644792627
1853,1.0,0.6924752336120287
1854,1.0,0.6924049743553726
1855,1.0,0.6924635237359188
1856,1.0,0.6923815546031529
1857,1.0,0.6923464249748248
1858,1.0,0.6924401039837007
1859,1.0,0.6924049743553726
1860,1.0,0.692358134850933
1861,1.0,0.692358134850933
1862,1.0,0.6923815546031529
1863,1.0,0.6924752336120287
1864,1.0,0.6922644558420572
1865,1.0,0.6923815546031529
1866,1.0,0.6923464249748248
1867,1.0,0.6924166842314808
1868,1.0,0.692287875594277
1871,1.0,0.8600435607391274
1875,1.0,0.6990327642333544
1876,1.0,0.8600435607391274
1877,1.0,0.9008173493524445
1885,1.0,0.8028408159441671
1886,1.0,0.8600435607391274
1887,1.0,0.692311295346495
1888,1.0,0.6923464249748248
1889,1.0,0.6924401039837007
1890,1.0,0.6924049743553726
1891,1.0,0.8600435607391274
1892,1.0,0.6772406847935554
1902,1.0,0.8600435607391274
1912,1.0,0.6772406847935554
1938,1.0,0.6761048268109333
1940,1.0,0.8344574814398473
1949,1.0,0.6772406847935554
1959,1.0,0.6781774748823157
1963,1.0,0.7558959226211392
1967,1.0,0.7924073163305945
1968,1.0,0.6772406847935554
1971,1.0,0.7924073163305945
1972,1.0,0.6914330546382826
1973,1.0,0.6922644558420572
1975,1.0,0.7106138317056606
1977,1.0,0.5517693622801475
1979,1.0,0.5517693622801475
1980,1.0,0.5517693622801475
1983,1.0,0.5517693622801475
1984,1.0,0.5517693622801475
1986,1.0,0.5517693622801475
1988,1.0,0.5517693622801475
1989,1.0,0.5517693622801475
1990,1.0,0.5517693622801475
1991,1.0,0.5517693622801475
1992,1.0,0.5517693622801475
1995,1.0,0.5517693622801475
1996,1.0,0.5517693622801475
1997,1.0,0.5517693622801475
1999,1.0,0.5517693622801475
2000,1.0,0.5517693622801475
2002,1.0,0.6772406847935554
2004,1.0,0.5517693622801475
2006,1.0,0.8002178036956378
2007,1.0,0.6772406847935554
2009,1.0,0.6879200918054292
2043,1.0,0.680051055059838
2046,1.0,0.6879200918054292
2047,1.0,0.6879200918054292
2053,1.0,0.7924073163305945
2056,1.0,0.6808239068830665
2060,1.0,0.6764327033419989
2061,1.0,0.6879200918054292
2062,1.0,0.6879200918054292
2070,1.0,0.6912456966205308
2072,1.0,0.6879200918054292
2076,1.0,0.8600435607391274
2078,1.0,0.8028408159441671
2080,1.0,0.6879200918054292
2081,1.0,0.6879200918054292
2085,1.0,0.8600435607391274
2088,1.0,0.6879200918054292
2089,1.0,0.6879200918054292
2091,1.0,0.8028408159441671
2093,1.0,0.6879200918054292
2094,1.0,0.6879200918054292
2096,1.0,0.6879200918054292
2097,1.0,0.6879200918054292
2098,1.0,0.6879200918054292
2099,1.0,0.6879200918054292
2102,1.0,0.6879200918054292
2120,1.0,0.6772406847935554
2121,1.0,0.9285697557319844
2122,1.0,0.6772406847935554
2124,1.0,0.6772406847935554
2125,1.0,0.6772406847935554
2126,1.0,0.6772406847935554
2127,1.0,0.6772406847935554
2128,1.0,0.6772406847935554
2129,1.0,0.6772406847935554
2130,1.0,0.6772406847935554
2131,1.0,0.6772406847935554
2132,1.0,0.6772406847935554
2133,1.0,0.6772406847935554
2134,1.0,0.6772406847935554
2135,1.0,0.6772406847935554
2136,1.0,0.6772406847935554
2137,1.0,0.6772406847935554
2138,1.0,0.6772406847935554
2139,1.0,0.6772406847935554
2140,1.0,0.6772406847935554
2141,1.0,0.6772406847935554
2142,1.0,0.6772406847935554
2143,1.0,0.6772406847935554
2144,1.0,0.6772406847935554
2145,1.0,0.6772406847935554
2146,1.0,0.6772406847935554
2147,1.0,0.6772406847935554
2148,1.0,0.6772406847935554
2149,1.0,0.6772406847935554
2150,1.0,0.6772406847935554
2151,1.0,0.6772406847935554
2152,1.0,0.6772406847935554
2153,1.0,0.6772406847935554
2154,1.0,0.6772406847935554
2155,1.0,0.6772406847935554
2156,1.0,0.6772406847935554
2157,1.0,0.6772406847935554
2159,1.0,0.6772406847935554
2160,1.0,0.6772406847935554
2161,1.0,0.6772406847935554
2162,1.0,0.6772406847935554
2163,1.0,0.6772406847935554
2164,1.0,0.6772406847935554
2165,1.0,0.6772406847935554
2166,1.0,0.6772406847935554
2167,1.0,0.6772406847935554
2168,1.0,0.6772406847935554
2169,1.0,0.6772406847935554
2170,1.0,0.6772406847935554
2172,1.0,0.6772406847935554
2173,1.0,0.6772406847935554
2174,1.0,0.6772406847935554
2175,1.0,0.6772406847935554
2176,1.0,0.6772406847935554
2178,1.0,0.6772406847935554
2179,1.0,0.6772406847935554
2180,1.0,0.6772406847935554
2181,1.0,0.6772406847935554
2182,1.0,0.6772406847935554
2183,1.0,0.6772406847935554
2184,1.0,0.6772406847935554
2185,1.0,0.6772406847935554
2186,1.0,0.6772406847935554
2188,1.0,0.6772406847935554
2189,1.0,0.6772406847935554
2190,1.0,0.6772406847935554
2191,1.0,0.6772406847935554
2192,1.0,0.6772406847935554
2193,1.0,0.6772406847935554
2194,1.0,0.6772406847935554
2195,1.0,0.6772406847935554
2196,1.0,0.6772406847935554
2197,1.0,0.6772406847935554
2198,1.0,0.6772406847935554
2199,1.0,0.6772406847935554
2200,1.0,0.6772406847935554
2201,1.0,0.6772406847935554
2203,1.0,0.6772406847935554
2204,1.0,0.6772406847935554
2205,1.0,0.6772406847935554
2206,1.0,0.6772406847935554
2207,1.0,0.6772406847935554
2208,1.0,0.6772406847935554
2213,1.0,0.7172299117075341
2216,1.0,0.768811915969929
2217,1.0,0.7760954589100453
2218,1.0,0.768811915969929
2220,1.0,0.7760954589100453
2221,1.0,0.7760954589100453
2223,1.0,0.6793367526171574
2230,1.0,0.6781774748823157
2234,1.0,0.7483547624066136
2240,1.0,0.9518489894376925
2243,1.0,0.8133914143188371
2244,1.0,0.7947727113047143
2252,1.0,0.6808239068830665
2253,1.0,0.6808239068830665
2254,1.0,0.6808239068830665
2255,1.0,0.6915267336471584
2257,1.0,0.6808239068830665
2258,1.0,0.6808239068830665
2259,1.0,0.6808239068830665
2267,1.0,0.6817606969718267
2269,1.0,0.6817606969718267
2274,1.0,0.8105810440525544
2288,1.0,0.8028408159441671
2290,1.0,0.7611536569943094
2291,1.0,0.7611536569943094
2292,1.0,0.7611536569943094
2296,1.0,0.7395489355722621
2300,1.0,0.8600435607391274
2302,1.0,0.686432937539522
2312,1.0,0.7924073163305945
2315,1.0,0.7924073163305945
2317,1.0,0.8003934518372796
2339,1.0,0.7513876203189778
2348,1.0,0.6924049743553726
2349,1.0,0.9006885407152406
2355,1.0,0.6924283941075907
2362,1.0,0.9285697557319844
2374,1.0,0.6829551043349966
2380,1.0,0.6829551043349966
2384,1.0,0.6931661163024895
2385,1.0,0.6930255977891757
2386,1.0,0.6930607274175037
2387,1.0,0.6931309866741614
2390,1.0,0.6931309866741614
2391,1.0,0.6930255977891757
2392,1.0,0.6931309866741614
2393,1.0,0.6931895360547092
2394,1.0,0.6930490175413955
2395,1.0,0.6931895360547092
2396,1.0,0.6930255977891757
2397,1.0,0.6932129558069274
2398,1.0,0.6914330546382826
2399,1.0,0.6931895360547092
2400,1.0,0.6930607274175037
2401,1.0,0.6931075669219416
2402,1.0,0.6872174992388586
2403,1.0,0.6930607274175037
2405,1.0,0.6932480854352571
2406,1.0,0.6931778261785994
2407,1.0,0.6931426965502714
2409,1.0,0.6931661163024895
2410,1.0,0.7586945830113121
2411,1.0,0.6930841471697236
2412,1.0,0.6930607274175037
2413,1.0,0.6930021780369575
2417,1.0,0.6929904681608476
2418,1.0,0.6930841471697236
2419,1.0,0.6931426965502714
2420,1.0,0.6931075669219416
2421,1.0,0.6932480854352571
2422,1.0,0.6930724372936136
2423,1.0,0.6930490175413955
2424,1.0,0.6931309866741614
2425,1.0,0.6931661163024895
2427,1.0,0.6931426965502714
2429,1.0,0.6930607274175037
2431,1.0,0.6930607274175037
2433,1.0,0.6930255977891757
2434,1.0,0.6930021780369575
2439,1.0,0.6931075669219416
2441,1.0,0.6932246656830373
2442,1.0,0.6931426965502714
2443,1.0,0.6931426965502714
2444,1.0,0.6931661163024895
2445,1.0,0.6930841471697236
2447,1.0,0.6930607274175037
2448,1.0,0.6931309866741614
2449,1.0,0.6931309866741614
2450,1.0,0.6931309866741614
2451,1.0,0.6930958570458334
2452,1.0,0.6930607274175037
2453,1.0,0.6931895360547092
2454,1.0,0.7588702311529556
2455,1.0,0.6931309866741614
2456,1.0,0.6930255977891757
2458,1.0,0.6931309866741614
2459,1.0,0.6931661163024895
2460,1.0,0.6931426965502714
2461,1.0,0.6931309866741614
2462,1.0,0.6930021780369575
2463,1.0,0.6931426965502714
2464,1.0,0.6931309866741614
2465,1.0,0.6931426965502714
2477,1.0,0.7924073163305945
2481,1.0,0.7924073163305945
2485,1.0,0.7611536569943094
2488,1.0,0.690144968266237
2503,1.0,0.8834398932059311
2507,1.0,0.6862104498934405
2513,1.0,0.7052741281997245
2514,1.0,0.6781774748823157
2515,1.0,0.6919482891871015
2516,1.0,0.7924073163305945
2526,1.0,0.9010047073701962
2527,1.0,0.6829551043349966
2534,1.0,0.6829551043349966
2535,1.0,0.6829551043349966
2542,1.0,0.7462704044591214
2543,1.0,0.768811915969929
2544,1.0,0.7924073163305945
2549,1.0,0.7586945830113121
2550,1.0,0.7586945830113121
2551,1.0,0.8183564017892697
2552,1.0,0.7586945830113121
2553,1.0,0.7586945830113121
2555,1.0,0.7586945830113121
2556,1.0,0.7586945830113121
2557,1.0,0.7586945830113121
2558,1.0,0.7586945830113121
2559,1.0,0.7586945830113121
2561,1.0,0.8600435607391274
2565,1.0,0.8600435607391274
2589,1.0,0.7586945830113121
2591,1.0,0.7586945830113121
2596,1.0,0.8105810440525544
2597,1.0,0.8028408159441671
2604,1.0,0.7924073163305945
2611,1.0,0.8013302419260416
2619,1.0,0.7483547624066136
2633,1.0,0.8028408159441671
2638,1.0,0.7403569170238186
2640,1.0,0.8313192346424975
2641,1.0,0.8167287290100486
2652,1.0,0.7533548795053759
2665,1.0,0.7483313426543955
2667,1.0,0.6772406847935554
2668,1.0,0.6772406847935554
2669,1.0,0.6772406847935554
2675,1.0,0.5517693622801475
2692,1.0,0.7586945830113121
2696,1.0,0.5517693622801475
2700,1.0,0.5517693622801475
2703,1.0,0.5517693622801475
2704,1.0,0.5517693622801475
2706,1.0,0.5517693622801475
2707,1.0,0.5517693622801475
2708,1.0,0.5517693622801475
2711,1.0,0.5517693622801475
2713,1.0,0.5517693622801475
2715,1.0,0.5517693622801475
2716,1.0,0.6772406847935554
2717,1.0,0.6772406847935554
2720,1.0,0.5517693622801475
2722,1.0,0.5517693622801475
2723,1.0,0.5517693622801475
2724,1.0,0.5517693622801475
2725,1.0,0.5517693622801475
2726,1.0,0.6772406847935554
2728,1.0,0.5517693622801475
2730,1.0,0.5517693622801475
2731,1.0,0.5517693622801475
2732,1.0,0.6772406847935554
2733,1.0,0.6772406847935554
2734,1.0,0.6772406847935554
2737,1.0,0.6772406847935554
2738,1.0,0.6772406847935554
2739,1.0,0.6772406847935554
2740,1.0,0.6772406847935554
2742,1.0,0.6772406847935554
2743,1.0,0.6772406847935554
2744,1.0,0.6772406847935554
2745,1.0,0.6772406847935554
2746,1.0,0.6772406847935554
2747,1.0,0.6772406847935554
2748,1.0,0.6772406847935554
2750,1.0,0.6772406847935554
2751,1.0,0.6772406847935554
2752,1.0,0.6772406847935554
2753,1.0,0.6772406847935554
2754,1.0,0.6772406847935554
2755,1.0,0.6772406847935554
2756,1.0,0.6772406847935554
2757,1.0,0.6772406847935554
2758,1.0,0.6772406847935554
2759,1.0,0.6772406847935554
2760,1.0,0.6772406847935554
2761,1.0,0.6772406847935554
2762,1.0,0.6772406847935554
2763,1.0,0.6772406847935554
2764,1.0,0.6772406847935554
2765,1.0,0.6772406847935554
2766,1.0,0.6772406847935554
2767,1.0,0.6772406847935554
2768,1.0,0.6772406847935554
2769,1.0,0.6772406847935554
2770,1.0,0.7586945830113121
2771,1.0,0.6772406847935554
2772,1.0,0.6772406847935554
2773,1.0,0.6772406847935554
2774,1.0,0.6772406847935554
2775,1.0,0.6772406847935554
2777,1.0,0.6772406847935554
2778,1.0,0.6772406847935554
2780,1.0,0.6772406847935554
2781,1.0,0.6772406847935554
2782,1.0,0.6772406847935554
2783,1.0,0.6772406847935554
2785,1.0,0.6772406847935554
2786,1.0,0.6772406847935554
2787,1.0,0.6772406847935554
2788,1.0,0.6772406847935554
2789,1.0,0.6772406847935554
2791,1.0,0.6772406847935554
2792,1.0,0.6772406847935554
2793,1.0,0.6772406847935554
2794,1.0,0.7457785896625223
2796,1.0,0.6772406847935554
2797,1.0,0.6772406847935554
2798,1.0,0.6772406847935554
2800,1.0,0.6772406847935554
2801,1.0,0.6772406847935554
2802,1.0,0.6772406847935554
2803,1.0,0.6772406847935554
2804,1.0,0.6772406847935554
2805,1.0,0.6772406847935554
2806,1.0,0.6772406847935554
2807,1.0,0.6772406847935554
2808,1.0,0.6772406847935554
2809,1.0,0.6772406847935554
2810,1.0,0.6772406847935554
2812,1.0,0.6772406847935554
2813,1.0,0.6772406847935554
2814,1.0,0.6772406847935554
2815,1.0,0.6772406847935554
2817,1.0,0.6772406847935554
2818,1.0,0.6772406847935554
2819,1.0,0.6772406847935554
2820,1.0,0.6772406847935554
2822,1.0,0.6772406847935554
2823,1.0,0.6772406847935554
2824,1.0,0.6772406847935554
2825,1.0,0.6772406847935554
2826,1.0,0.7586945830113121
2830,1.0,1.0
2839,1.0,0.9006885407152406
2843,1.0,0.7611536569943094
2848,1.0,0.9009695777418683
2849,1.0,0.7424412749713107
2850,1.0,0.7586945830113121
2851,1.0,0.7586945830113121
2853,1.0,0.7513876203189778
2859,1.0,0.6896063139651982
2860,1.0,0.7586945830113121
2865,1.0,0.7594205953301025
2868,1.0,0.7588702311529556
2888,1.0,0.7532729103726084
2889,1.0,0.6915618632754865
2891,1.0,0.6771235860324597
2894,1.0,0.6931309866741614
2901,1.0,0.7324059111454614
2908,1.0,0.6931426965502714
2909,1.0,0.6931661163024895
2910,1.0,0.9003489543080635
2932,1.0,0.5953652310358556
2933,1.0,0.5953652310358556
2937,1.0,0.5953652310358556
2943,1.0,0.6931426965502714
2945,1.0,0.6931309866741614
2946,1.0,0.6929904681608476
2947,1.0,0.6930021780369575
2948,1.0,0.6930021780369575
2949,1.0,0.7586945830113121
2950,1.0,0.6931309866741614
2952,1.0,0.6930841471697236
2953,1.0,0.6930255977891757
2954,1.0,0.6931309866741614
2955,1.0,0.6931895360547092
2956,1.0,0.6930607274175037
2957,1.0,0.6931426965502714
2958,1.0,0.6930958570458334
2959,1.0,0.6931309866741614
2961,1.0,0.6931309866741614
2962,1.0,0.6931309866741614
2963,1.0,0.6931661163024895
2964,1.0,0.6930607274175037
2966,1.0,0.6930841471697236
2967,1.0,0.6931661163024895
2968,1.0,0.6931426965502714
2969,1.0,0.6931426965502714
2970,1.0,0.6932246656830373
2971,1.0,0.6931075669219416
2972,1.0,0.6930021780369575
2973,1.0,0.6930255977891757
2974,1.0,0.6930607274175037
2975,1.0,0.6930607274175037
2978,1.0,0.6931426965502714
2980,1.0,0.6931661163024895
2981,1.0,0.6931309866741614
2982,1.0,0.6930490175413955
2983,1.0,0.6930724372936136
2984,1.0,0.6932480854352571
2985,1.0,0.6931075669219416
2986,1.0,0.6931426965502714
2987,1.0,0.6930841471697236
2988,1.0,0.6929904681608476
2991,1.0,0.6930021780369575
2992,1.0,0.6930607274175037
2993,1.0,0.6930841471697236
2994,1.0,0.6931661163024895
2996,1.0,0.6931426965502714
2997,1.0,0.6931778261785994
2998,1.0,0.6932480854352571
3000,1.0,0.6930607274175037
3001,1.0,0.6931075669219416
3002,1.0,0.6930607274175037
3003,1.0,0.6931895360547092
3004,1.0,0.7924073163305945
3005,1.0,0.6914330546382826
3006,1.0,0.6932129558069274
3007,1.0,0.6930255977891757
3008,1.0,0.6931895360547092
3009,1.0,0.6930490175413955
3010,1.0,0.6931895360547092
3011,1.0,0.6931309866741614
3012,1.0,0.6930255977891757
3013,1.0,0.6931309866741614
3015,1.0,0.6931309866741614
3016,1.0,0.6930607274175037
3017,1.0,0.6930255977891757
3019,1.0,0.6931661163024895
3020,1.0,0.7611536569943094
